chrom,start,end,build_region_index,peak_h1:ezh2
chr5,81167000,81168000,1540208,False
chr12,56602000,56603000,427971,False
chr2,228326000,228327000,1086710,False
chr2,15066000,15067000,929913,False
chr3,186669000,186670000,1344294,False
chr9,37485000,37486000,1998840,False
chr6,67221000,67222000,1668124,False
chr18,46348000,46349000,847801,False
chr20,8630000,8631000,1105645,False
chr22,31595000,31596000,1188626,False
chr1,223904000,223905000,162768,False
chr15,62946000,62947000,657486,False
chr12,132389000,132390000,488370,False
chr10,132745000,132746000,286414,False
chr17,71567000,71568000,806992,False
chr15,73927000,73928000,667531,True
chr16,68264000,68265000,732526,False
chr13,79757000,79758000,533987,False
chr19,40022000,40023000,902726,False
chr10,1736000,1737000,185506,True
chr11,34899000,34900000,313358,False
chr8,58412000,58413000,1906235,False
chr13,88771000,88772000,539710,False
chrX,1753000,1754000,2060624,False
chr8,101160000,101161000,1938293,False
chr10,91907000,91908000,253093,False
chr7,126881000,126882000,1838559,False
chr6,11735000,11736000,1625983,False
chr3,193018000,193019000,1349425,False
chr7,40748000,40749000,1778089,False
chr5,143447000,143448000,1586572,False
chr19,2951000,2952000,874902,False
chr21,35559000,35560000,1165819,False
chr1,105448000,105449000,86153,False
chr8,85319000,85320000,1925837,False
chr7,11958000,11959000,1754751,False
chr5,177676000,177677000,1612823,False
chr16,56519000,56520000,724456,False
chr18,60098000,60099000,858409,False
chr11,23631000,23632000,305491,False
chr19,38768000,38769000,901622,False
chr12,12571000,12572000,395746,False
chr19,13108000,13109000,883719,False
chr16,10668000,10669000,699290,False
chr12,81874000,81875000,447283,False
chr20,5839000,5840000,1103634,False
chr14,56651000,56652000,586269,False
chr2,233739000,233740000,1091138,False
chr2,99569000,99570000,990993,False
chr3,23239000,23240000,1222663,False
chr8,52154000,52155000,1901363,False
chr19,40675000,40676000,903311,False
chrX,53189000,53190000,2089700,False
chr5,141028000,141029000,1584424,False
chr1,68643000,68644000,58960,False
chr5,107043000,107044000,1558055,False
chr9,131387000,131388000,2053028,False
chr8,107290000,107291000,1943269,False
chr13,79038000,79039000,533410,False
chr8,126661000,126662000,1957948,False
chr3,12828000,12829000,1214707,False
chr3,95495000,95496000,1273942,False
chr3,68633000,68634000,1259040,False
chr10,64873000,64874000,231723,False
chr5,79301000,79302000,1538577,False
chr11,125176000,125177000,377442,False
chr22,41383000,41384000,1197115,False
chr10,92038000,92039000,253215,False
chr10,102282000,102283000,261986,False
chr1,171495000,171496000,119829,False
chr12,52523000,52524000,424510,False
chr3,185805000,185806000,1343508,False
chr4,153223000,153224000,1457257,True
chr4,55032000,55033000,1390501,False
chr11,111897000,111898000,366430,False
chr5,154807000,154808000,1595299,False
chr22,47962000,47963000,1202933,False
chr11,92968000,92969000,352630,False
chr4,103567000,103568000,1423135,False
chr14,101641000,101642000,622234,False
chr14,61628000,61629000,590333,False
chr2,96373000,96374000,988554,False
chr9,19559000,19560000,1986764,False
chr12,77750000,77751000,444252,False
chr18,8601000,8602000,824162,False
chr8,83055000,83056000,1924541,False
chr7,51707000,51708000,1786934,False
chr12,92531000,92532000,454784,False
chr10,76585000,76586000,241338,False
chr6,123279000,123280000,1706861,False
chr2,10550000,10551000,926556,False
chr3,128237000,128238000,1298280,False
chr16,29257000,29258000,713397,False
chr2,242100000,242101000,1098532,False
chr8,37081000,37082000,1891800,False
chr13,94465000,94466000,543804,False
chrX,125760000,125761000,2120582,False
chr14,73671000,73672000,600417,False
chrX,85297000,85298000,2102126,False
chr4,94450000,94451000,1416856,False
chr2,47196000,47197000,956158,False
chr14,70214000,70215000,597465,False
chrX,65569000,65570000,2092953,False
chr9,91729000,91730000,2020462,False
chr5,35887000,35888000,1508852,False
chr1,235905000,235906000,173589,False
chr5,99234000,99235000,1553227,False
chr6,45377000,45378000,1655181,True
chr14,101917000,101918000,622485,False
chr13,109615000,109616000,555557,False
chr17,2336000,2337000,753052,True
chr7,2139000,2140000,1747262,False
chr1,27681000,27682000,23596,False
chr21,15602000,15603000,1151717,False
chr6,163568000,163569000,1739526,False
chr16,19772000,19773000,706126,False
chr11,26897000,26898000,307344,False
chr12,74623000,74624000,441802,False
chr5,104613000,104614000,1556655,False
chr4,23092000,23093000,1370916,False
chr18,2129000,2130000,819222,False
chr15,89490000,89491000,680370,False
chr14,106629000,106630000,626645,False
chr8,136653000,136654000,1966087,False
chr7,92764000,92765000,1812301,False
chr8,27613000,27614000,1884942,False
chr13,34949000,34950000,502209,False
chr6,152331000,152332000,1730379,False
chr2,141001000,141002000,1020128,False
chr3,3216000,3217000,1207230,False
chr15,27791000,27792000,630553,False
chr6,37155000,37156000,1647897,False
chr6,72417000,72418000,1671473,False
chr10,123145000,123146000,278447,False
chr4,165704000,165705000,1465443,False
chr10,22973000,22974000,203000,False
chr4,110898000,110899000,1428361,False
chr1,224278000,224279000,163081,False
chr3,86637000,86638000,1270581,False
chr4,8191000,8192000,1361040,False
chr12,67947000,67948000,436804,False
chr14,82211000,82212000,607135,False
chr10,108912000,108913000,266729,True
chr2,190879000,190880000,1057708,False
chr7,104523000,104524000,1821836,False
chr1,119765000,119766000,97761,False
chr11,59425000,59426000,326201,False
chr1,150587000,150588000,102308,False
chr8,57766000,57767000,1905714,False
chr5,178589000,178590000,1613489,True
chr15,70361000,70362000,664359,False
chr1,181887000,181888000,128519,False
chr7,81841000,81842000,1804523,False
chr7,54554000,54555000,1788662,False
chr5,152219000,152220000,1593540,False
chr12,75188000,75189000,442145,False
chr18,69353000,69354000,864447,False
chr5,148632000,148633000,1590392,False
chr7,84784000,84785000,1806690,False
chr1,82960000,82961000,69140,False
chr7,16012000,16013000,1757599,False
chr11,12372000,12373000,297127,False
chr9,2027000,2028000,1974459,False
chr6,46771000,46772000,1656352,False
chr15,93694000,93695000,684020,False
chr11,85712000,85713000,347913,False
chr4,26965000,26966000,1373923,False
chr9,82319000,82320000,2012711,False
chr9,116003000,116004000,2040089,False
chr8,17741000,17742000,1876886,False
chr4,180641000,180642000,1474993,False
chr8,75808000,75809000,1919400,False
chr2,199397000,199398000,1063759,False
chr19,23997000,23998000,892213,False
chr7,101721000,101722000,1819630,False
chr14,105901000,105902000,626137,False
chr8,114176000,114177000,1947688,False
chr17,35407000,35408000,776492,False
chr5,117424000,117425000,1565855,False
chr1,42302000,42303000,36533,False
chr10,125877000,125878000,280867,False
chr16,84224000,84225000,745590,False
chr18,79340000,79341000,871481,False
chr7,149425000,149426000,1856892,False
chr14,37696000,37697000,573421,False
chr6,51644000,51645000,1659725,False
chr9,95517000,95518000,2023795,True
chr3,152540000,152541000,1317717,False
chr6,90093000,90094000,1683869,False
chr15,76542000,76543000,669871,False
chr12,508000,509000,385584,False
chr6,92576000,92577000,1685456,False
chr13,88491000,88492000,539540,False
chr5,173842000,173843000,1609523,False
chr4,55388000,55389000,1390771,False
chr3,25208000,25209000,1224322,False
chr13,20584000,20585000,490494,False
chr7,87935000,87936000,1808845,True
chr12,122711000,122712000,480493,False
chr12,69744000,69745000,438426,False
chr1,245915000,245916000,181797,False
chr3,196691000,196692000,1352645,False
chr6,159738000,159739000,1736545,False
chr2,4779000,4780000,921861,False
chr5,37389000,37390000,1510149,False
chr10,49610000,49611000,220988,True
chr7,66030000,66031000,1792303,False
chr9,117603000,117604000,2041339,False
chr6,89529000,89530000,1683374,False
chr1,176062000,176063000,123700,False
chr7,39383000,39384000,1776935,False
chr12,1809000,1810000,386812,False
chr11,55960000,55961000,323916,False
chr5,73969000,73970000,1534033,False
chr14,49911000,49912000,580498,False
chr1,105373000,105374000,86111,False
chr3,50384000,50385000,1244399,False
chr20,22891000,22892000,1116801,False
chr17,61154000,61155000,797790,False
chrX,11836000,11837000,2066475,False
chr6,87148000,87149000,1681413,False
chr3,106541000,106542000,1281467,False
chr5,15831000,15832000,1494753,False
chr17,47763000,47764000,786745,False
chr11,2339000,2340000,289123,False
chr1,95631000,95632000,79613,False
chr2,194961000,194962000,1060379,False
chr15,35404000,35405000,635753,False
chr13,47502000,47503000,512137,False
chr13,84371000,84372000,536950,False
chr2,19427000,19428000,933345,False
chr20,46151000,46152000,1133299,False
chr11,126345000,126346000,378430,False
chr17,40844000,40845000,780887,False
chr13,49666000,49667000,513850,False
chrX,40951000,40952000,2082736,False
chr10,14774000,14775000,196381,False
chr4,110769000,110770000,1428270,False
chr15,67764000,67765000,661942,False
chr1,213034000,213035000,153944,False
chr11,26547000,26548000,307103,False
chr20,47548000,47549000,1134604,False
chr11,21031000,21032000,304046,False
chr21,38664000,38665000,1168592,False
chr7,97996000,97997000,1816326,False
chr3,185587000,185588000,1343305,False
chr14,66503000,66504000,594238,False
chr16,77536000,77537000,739933,False
chr4,10283000,10284000,1362482,False
chr2,71356000,71357000,974871,False
chr20,3174000,3175000,1101296,False
chr15,44552000,44553000,643093,False
chr2,199233000,199234000,1063640,False
chr1,117223000,117224000,95785,False
chrX,23423000,23424000,2073848,False
chr10,31881000,31882000,210380,False
chr14,73397000,73398000,600180,False
chr14,35385000,35386000,571498,False
chr3,48532000,48533000,1242798,False
chr14,23230000,23231000,562643,False
chr15,47780000,47781000,645286,False
chr13,66427000,66428000,524307,False
chr2,180044000,180045000,1049786,False
chr14,45256000,45257000,577890,False
chr14,61065000,61066000,589806,False
chr17,82564000,82565000,817124,False
chr1,221727000,221728000,160927,False
chr10,9873000,9874000,192220,False
chr12,109065000,109066000,468476,False
chr1,174763000,174764000,122576,False
chr22,32219000,32220000,1189158,False
chr12,63888000,63889000,433251,False
chr4,131015000,131016000,1441805,False
chr6,162708000,162709000,1738875,False
chr9,119122000,119123000,2042187,False
chr11,16509000,16510000,300440,False
chr6,109801000,109802000,1696876,False
chr13,87353000,87354000,538872,False
chr11,15390000,15391000,299604,False
chr6,30402000,30403000,1641798,False
chr10,4823000,4824000,188089,False
chr3,75323000,75324000,1264147,False
chr10,1547000,1548000,185344,False
chr11,80206000,80207000,344348,False
chr4,86572000,86573000,1411486,False
chr19,52042000,52043000,913094,False
chr21,21128000,21129000,1155160,False
chr3,18474000,18475000,1219670,False
chr9,35656000,35657000,1997201,True
chr5,123529000,123530000,1570098,False
chr11,45462000,45463000,320366,False
chr12,10417000,10418000,394011,False
chr18,79443000,79444000,871573,False
chr13,25560000,25561000,494425,False
chr4,111935000,111936000,1428989,False
chr15,96554000,96555000,686278,False
chr1,99240000,99241000,82180,False
chr17,33655000,33656000,775107,False
chr2,161736000,161737000,1035342,False
chr7,107683000,107684000,1824639,False
chr22,25690000,25691000,1183396,False
chr5,55937000,55938000,1520866,False
chr12,129980000,129981000,486235,False
chr1,18605000,18606000,15277,False
chr3,70034000,70035000,1260138,False
chr17,28626000,28627000,770661,False
chr8,60388000,60389000,1907709,False
chr5,140247000,140248000,1583792,False
chr17,79350000,79351000,814137,False
chr3,65934000,65935000,1257133,False
chr7,141396000,141397000,1851164,False
chr19,41826000,41827000,904281,False
chr17,267000,268000,751205,False
chr1,169098000,169099000,117940,False
chr8,59934000,59935000,1907381,False
chr10,86059000,86060000,248341,False
chr9,26927000,26928000,1991334,False
chr17,31448000,31449000,773228,False
chrX,67031000,67032000,2093643,False
chr2,71670000,71671000,975148,False
chr15,97817000,97818000,687048,False
chr5,85105000,85106000,1543185,False
chrX,39918000,39919000,2081887,False
chr12,6648000,6649000,390995,False
chr3,149256000,149257000,1314819,False
chr2,190965000,190966000,1057786,False
chr10,121779000,121780000,277302,False
chr3,157517000,157518000,1321793,False
chr3,77817000,77818000,1265621,False
chr2,213164000,213165000,1074536,False
chr6,117260000,117261000,1702614,False
chr3,40726000,40727000,1236081,False
chr7,111175000,111176000,1827059,False
chr2,3378000,3379000,920879,True
chr7,147716000,147717000,1855429,False
chr4,156815000,156816000,1459833,False
chr16,79697000,79698000,741795,False
chr4,139307000,139308000,1446642,False
chr4,186896000,186897000,1479994,False
chr2,189397000,189398000,1056441,False
chr5,57502000,57503000,1522274,False
chr13,35507000,35508000,502562,False
chr6,8503000,8504000,1623316,False
chr5,164476000,164477000,1602113,False
chr14,97213000,97214000,618575,False
chr2,105678000,105679000,995756,False
chr3,176991000,176992000,1336073,False
chr2,144880000,144881000,1022916,False
chr17,35358000,35359000,776457,False
chr14,66384000,66385000,594155,False
chr10,115662000,115663000,272113,False
chr10,4312000,4313000,187666,False
chr16,83045000,83046000,744592,False
chr3,13295000,13296000,1215153,False
chr8,137230000,137231000,1966438,False
chr17,51007000,51008000,789787,False
chr16,66844000,66845000,731221,True
chrX,95895000,95896000,2105150,False
chr5,3584000,3585000,1485177,False
chr11,70636000,70637000,336038,False
chr3,190366000,190367000,1347469,False
chr12,92572000,92573000,454822,False
chr6,13408000,13409000,1627500,False
chr15,62638000,62639000,657207,False
chr9,15274000,15275000,1983424,False
chr8,25818000,25819000,1883461,False
chr8,22478000,22479000,1880756,False
chr9,105957000,105958000,2031585,False
chr6,35776000,35777000,1646594,True
chr7,126562000,126563000,1838361,False
chr5,90949000,90950000,1546974,False
chr10,829000,830000,184701,False
chr6,33173000,33174000,1644172,False
chr15,74622000,74623000,668162,False
chr5,119582000,119583000,1567311,False
chrX,150308000,150309000,2132050,False
chr2,8167000,8168000,924359,False
chr8,94772000,94773000,1932760,False
chr21,14727000,14728000,1151017,False
chr2,128746000,128747000,1011738,False
chr17,31805000,31806000,773554,False
chrX,149247000,149248000,2131405,False
chr3,27254000,27255000,1225588,False
chr1,213131000,213132000,154031,False
chr14,25131000,25132000,564177,False
chr1,204606000,204607000,146593,False
chr8,117958000,117959000,1950554,False
chr12,18097000,18098000,399831,False
chr15,76404000,76405000,669761,False
chr3,136667000,136668000,1305156,False
chr15,61113000,61114000,656009,False
chr20,59325000,59326000,1144978,False
chr6,81814000,81815000,1677769,False
chr4,15612000,15613000,1366002,False
chr4,38394000,38395000,1380484,False
chr3,171665000,171666000,1331953,False
chr9,132963000,132964000,2054479,False
chr10,113814000,113815000,270626,False
chr10,78449000,78450000,242970,False
chr1,63593000,63594000,54552,False
chr2,230462000,230463000,1088247,False
chr1,184247000,184248000,130623,False
chr8,8456000,8457000,1870239,False
chr21,31245000,31246000,1162001,False
chr8,117250000,117251000,1949988,False
chr22,20965000,20966000,1179493,True
chr12,83083000,83084000,448144,False
chr18,22025000,22026000,830356,False
chrX,112224000,112225000,2113527,False
chr2,53768000,53769000,960456,False
chr3,52582000,52583000,1246222,False
chr2,183783000,183784000,1052617,False
chr17,55525000,55526000,792740,False
chr1,73723000,73724000,62340,False
chr1,208536000,208537000,150060,False
chr9,38334000,38335000,1999606,False
chr5,131986000,131987000,1576531,False
chr12,98017000,98018000,459396,False
chr8,27473000,27474000,1884824,False
chrX,147783000,147784000,2130696,False
chr7,35797000,35798000,1773979,False
chr3,27526000,27527000,1225823,False
chr20,11012000,11013000,1107590,False
chr6,150437000,150438000,1728712,False
chr11,120401000,120402000,373613,False
chr14,35805000,35806000,571859,False
chr3,192488000,192489000,1349023,False
chr12,80273000,80274000,446164,False
chr9,26681000,26682000,1991145,False
chr2,108741000,108742000,997950,False
chr20,63652000,63653000,1148787,True
chr2,215819000,215820000,1076436,False
chr2,54306000,54307000,960938,False
chr7,14989000,14990000,1756896,False
chr6,116990000,116991000,1702461,False
chr8,1718000,1719000,1866474,False
chr7,75767000,75768000,1799800,False
chr11,38699000,38700000,316106,False
chr18,80113000,80114000,872182,False
chr3,17225000,17226000,1218633,False
chr8,75157000,75158000,1918945,False
chrX,113807000,113808000,2114285,False
chr7,118287000,118288000,1832659,False
chr13,66085000,66086000,524048,False
chr20,51097000,51098000,1137948,False
chr20,12929000,12930000,1108954,False
chr3,125805000,125806000,1296181,False
chr15,34799000,34800000,635269,False
chr10,104764000,104765000,264215,False
chr5,87016000,87017000,1544212,False
chr7,15119000,15120000,1756980,False
chr10,125673000,125674000,280680,False
chr2,21043000,21044000,934754,True
chrX,129744000,129745000,2122042,False
chr11,32647000,32648000,311356,False
chr8,14829000,14830000,1874918,False
chr7,86734000,86735000,1807914,False
chr11,120610000,120611000,373799,False
chr10,85955000,85956000,248255,False
chr2,231459000,231460000,1089138,False
chr9,121520000,121521000,2044048,False
chr15,23541000,23542000,628047,False
chr7,137523000,137524000,1847670,False
chr9,15548000,15549000,1983670,False
chr4,139955000,139956000,1447250,False
chr13,96986000,96987000,545793,False
chr5,35869000,35870000,1508839,False
chr8,119615000,119616000,1951871,False
chr2,44190000,44191000,953419,False
chr5,138821000,138822000,1582477,False
chr15,101715000,101716000,690426,False
chr2,62366000,62367000,967215,False
chr5,53811000,53812000,1519007,False
chr7,48553000,48554000,1784646,False
chr17,2716000,2717000,753386,False
chr7,81904000,81905000,1804571,False
chr2,207812000,207813000,1070893,False
chr21,34703000,34704000,1165034,False
chrX,3421000,3422000,2061789,False
chr10,75264000,75265000,240234,False
chr14,59934000,59935000,588923,False
chr4,109393000,109394000,1427179,False
chr7,125654000,125655000,1837856,False
chr14,99704000,99705000,620502,False
chr11,93686000,93687000,353207,False
chr9,116728000,116729000,2040679,False
chr3,106408000,106409000,1281363,False
chr8,48090000,48091000,1898577,False
chr8,42152000,42153000,1895981,True
chr9,96858000,96859000,2024960,False
chr16,25502000,25503000,710671,False
chr8,125924000,125925000,1957353,False
chr4,52071000,52072000,1388164,False
chrX,150599000,150600000,2132272,False
chr8,40396000,40397000,1894527,False
chr1,49890000,49891000,42778,False
chr6,32938000,32939000,1643960,False
chr1,16424000,16425000,13440,False
chr2,149513000,149514000,1026284,False
chr18,61582000,61583000,859323,True
chr13,112241000,112242000,557745,False
chr12,119208000,119209000,477351,False
chr8,118048000,118049000,1950639,False
chr6,111303000,111304000,1698217,False
chr5,92173000,92174000,1547896,False
chr7,17457000,17458000,1758788,False
chr3,151898000,151899000,1317149,False
chr15,77603000,77604000,670783,False
chr2,1398000,1399000,919307,False
chr5,165714000,165715000,1602871,False
chr4,106770000,106771000,1425166,False
chr13,73776000,73777000,529312,False
chr12,990000,991000,386044,True
chr6,72404000,72405000,1671461,False
chrX,107549000,107550000,2110832,False
chr3,43818000,43819000,1238672,False
chr4,173874000,173875000,1470738,False
chr5,119754000,119755000,1567417,False
chr14,50182000,50183000,580755,False
chr11,119657000,119658000,372956,False
chr18,54114000,54115000,853473,False
chr2,34133000,34134000,945640,False
chr5,144605000,144606000,1587451,False
chr11,67497000,67498000,333193,False
chr9,132168000,132169000,2053752,False
chr8,96336000,96337000,1934050,False
chr3,13444000,13445000,1215290,False
chr2,44921000,44922000,954059,False
chr7,155534000,155535000,1861862,False
chr13,66825000,66826000,524604,False
chr8,73118000,73119000,1917322,False
chr5,112313000,112314000,1562015,False
chr16,61738000,61739000,728036,False
chr11,62151000,62152000,328459,False
chrX,19970000,19971000,2071970,False
chr6,82665000,82666000,1678404,False
chr14,106647000,106648000,626658,False
chr2,135710000,135711000,1016622,False
chr7,140867000,140868000,1850688,False
chr8,28630000,28631000,1885866,False
chr22,47710000,47711000,1202756,False
chr8,139713000,139714000,1968190,False
chr4,52994000,52995000,1388856,False
chr22,22010000,22011000,1180205,False
chr2,25823000,25824000,938367,False
chr14,84864000,84865000,608583,False
chr2,117974000,117975000,1003756,False
chr2,11626000,11627000,927524,False
chr5,172587000,172588000,1608357,False
chr4,18727000,18728000,1368277,False
chr7,48394000,48395000,1784530,False
chr15,43237000,43238000,642039,False
chr9,111265000,111266000,2035980,False
chr1,192145000,192146000,136357,False
chr19,49818000,49819000,911195,False
chr1,57381000,57382000,49335,False
chr13,61432000,61433000,521191,False
chr22,40735000,40736000,1196545,False
chr12,22107000,22108000,402763,False
chr1,166270000,166271000,115526,False
chr3,125861000,125862000,1296225,False
chr7,77946000,77947000,1801528,False
chr3,183386000,183387000,1341329,False
chr17,63187000,63188000,799661,False
chr15,30933000,30934000,632484,False
chr11,80537000,80538000,344557,False
chr12,95144000,95145000,457149,False
chr20,53178000,53179000,1139774,False
chr1,55038000,55039000,47311,False
chrX,131852000,131853000,2123396,False
chr20,13362000,13363000,1109284,False
chr17,19756000,19757000,767195,False
chr2,137207000,137208000,1017714,False
chr3,126526000,126527000,1296764,False
chr14,54324000,54325000,584249,False
chr1,175109000,175110000,122890,False
chr3,14426000,14427000,1216141,False
chr2,21915000,21916000,935282,False
chr16,46663000,46664000,716444,False
chr18,3617000,3618000,820523,False
chr5,158886000,158887000,1598398,False
chr2,38826000,38827000,949031,False
chr2,177079000,177080000,1047448,False
chr21,36466000,36467000,1166616,False
chr3,188732000,188733000,1346087,False
chr21,35033000,35034000,1165347,False
chr17,79930000,79931000,814680,True
chr8,12031000,12032000,1873310,False
chr1,90397000,90398000,75104,False
chr2,226948000,226949000,1085651,False
chr10,71219000,71220000,236500,False
chr3,136394000,136395000,1304912,False
chr21,38813000,38814000,1168731,False
chr5,13809000,13810000,1492984,False
chr20,940000,941000,1099338,False
chr6,20255000,20256000,1633433,False
chr7,146147000,146148000,1854398,False
chr5,181052000,181053000,1615594,True
chr7,146760000,146761000,1854792,False
chr2,149589000,149590000,1026337,False
chr3,117622000,117623000,1289655,False
chr11,106276000,106277000,362035,False
chr10,74045000,74046000,239100,False
chr2,174902000,174903000,1045703,False
chr14,69261000,69262000,596622,True
chr9,14242000,14243000,1982596,False
chr16,20465000,20466000,706659,False
chr7,74581000,74582000,1799139,False
chr6,21491000,21492000,1634576,False
chr17,32196000,32197000,773881,False
chr6,20451000,20452000,1633609,False
chr10,70374000,70375000,235740,False
chr1,226825000,226826000,165390,False
chr14,66163000,66164000,594002,False
chr2,151402000,151403000,1027784,False
chr10,113485000,113486000,270338,False
chr6,60472000,60473000,1664799,False
chr15,69214000,69215000,663297,False
chr18,56378000,56379000,855213,False
chr10,114357000,114358000,271118,False
chrX,115451000,115452000,2115079,False
chr3,47104000,47105000,1241531,False
chr14,89757000,89758000,612041,False
chr12,28381000,28382000,407971,False
chr5,68176000,68177000,1530452,False
chr14,31079000,31080000,567811,False
chr13,102806000,102807000,550664,False
chr10,132760000,132761000,286428,False
chrX,149252000,149253000,2131407,False
chr8,94542000,94543000,1932553,False
chr9,123167000,123168000,2045462,False
chr13,107981000,107982000,554323,False
chr7,64535000,64536000,1791274,False
chr7,141702000,141703000,1851429,True
chr20,39587000,39588000,1127831,False
chr4,73498000,73499000,1401458,False
chr13,37892000,37893000,504341,False
chr14,31379000,31380000,568086,False
chr20,9018000,9019000,1105953,False
chr15,94762000,94763000,684829,False
chr15,81244000,81245000,673999,False
chr2,166956000,166957000,1038910,False
chr6,101489000,101490000,1690694,False
chr10,93434000,93435000,254473,False
chr8,89956000,89957000,1928976,False
chr10,56143000,56144000,225211,False
chr14,103877000,103878000,624298,False
chr7,97828000,97829000,1816199,False
chr11,67258000,67259000,332970,False
chr15,72779000,72780000,666508,False
chr2,74004000,74005000,977054,False
chr1,155310000,155311000,106428,False
chr9,65524000,65525000,2001777,False
chr1,200533000,200534000,142793,False
chr15,75309000,75310000,668764,False
chr3,169271000,169272000,1329846,False
chr20,64077000,64078000,1149183,False
chr11,16528000,16529000,300451,False
chr16,28185000,28186000,712706,False
chr1,31761000,31762000,27278,False
chr18,10477000,10478000,825860,False
chr20,21614000,21615000,1115860,False
chr3,36935000,36936000,1232911,False
chr5,36312000,36313000,1509202,False
chr4,26464000,26465000,1373534,False
chr22,17589000,17590000,1176987,False
chr7,82262000,82263000,1804842,False
chr11,13705000,13706000,298270,False
chr6,61261000,61262000,1665046,False
chr5,137384000,137385000,1581198,False
chr6,154328000,154329000,1731806,False
chr5,65083000,65084000,1527889,False
chr1,221868000,221869000,161056,False
chr1,59358000,59359000,50979,False
chr9,84894000,84895000,2014687,False
chr19,30278000,30279000,894509,False
chr7,67136000,67137000,1793276,False
chr10,15223000,15224000,196785,False
chr20,48394000,48395000,1135398,False
chr5,169716000,169717000,1605875,False
chr12,97681000,97682000,459195,False
chr1,50783000,50784000,43452,False
chr6,168464000,168465000,1743409,False
chr8,31580000,31581000,1888371,False
chr15,26548000,26549000,629721,False
chr5,115553000,115554000,1564389,False
chr7,51329000,51330000,1786672,False
chr17,55866000,55867000,793024,False
chr12,54173000,54174000,426032,True
chr11,48101000,48102000,322752,False
chr2,13150000,13151000,928795,False
chr7,152880000,152881000,1859880,False
chr17,2853000,2854000,753502,True
chr1,233787000,233788000,171643,False
chr4,97438000,97439000,1418758,False
chr7,65957000,65958000,1792241,False
chr12,10280000,10281000,393898,False
chr1,228885000,228886000,167167,False
chr7,86263000,86264000,1807662,False
chr17,44853000,44854000,784451,False
chrY,7535000,7536000,2135990,False
chr3,9614000,9615000,1211828,False
chr7,64978000,64979000,1791637,False
chr1,47602000,47603000,41244,False
chr10,110274000,110275000,267699,False
chr1,220930000,220931000,160264,False
chr1,189611000,189612000,134726,False
chr11,431000,432000,287476,False
chr6,28830000,28831000,1640557,False
chr5,18344000,18345000,1496759,False
chr2,100735000,100736000,991995,False
chr12,106378000,106379000,466136,False
chr22,39200000,39201000,1195110,False
chr20,2932000,2933000,1101077,False
chrX,129997000,129998000,2122250,False
chr19,57747000,57748000,917476,False
chr18,69161000,69162000,864328,False
chr7,64774000,64775000,1791468,False
chr1,79363000,79364000,66545,False
chrX,150018000,150019000,2131850,False
chr10,120975000,120976000,276576,False
chr4,129641000,129642000,1441085,False
chr2,105717000,105718000,995791,False
chr5,13182000,13183000,1492531,False
chr17,34659000,34660000,775894,False
chr3,77121000,77122000,1265168,False
chr9,97292000,97293000,2025291,False
chr1,211951000,211952000,152949,False
chr7,16272000,16273000,1757776,False
chr7,26793000,26794000,1766466,False
chr7,101184000,101185000,1819155,False
chr7,149654000,149655000,1857089,False
chr20,14634000,14635000,1110266,False
chr8,35327000,35328000,1890699,False
chr1,178125000,178126000,125237,False
chr1,229834000,229835000,168039,False
chr14,28987000,28988000,566248,False
chr2,21116000,21117000,934808,False
chr15,60767000,60768000,655712,False
chr1,68050000,68051000,58479,True
chr17,10046000,10047000,759605,False
chr2,138730000,138731000,1018775,False
chr8,102254000,102255000,1939265,False
chr12,6143000,6144000,390520,False
chr10,120868000,120869000,276489,False
chr1,6927000,6928000,5329,False
chrX,53816000,53817000,2090158,False
chr6,27819000,27820000,1639704,False
chr5,57263000,57264000,1522067,False
chr2,120565000,120566000,1005902,False
chr2,206253000,206254000,1069613,True
chr6,24429000,24430000,1636875,False
chr1,145963000,145964000,99617,True
chr2,115130000,115131000,1002364,False
chr8,1894000,1895000,1866637,False
chr4,125316000,125317000,1438085,True
chr5,155817000,155818000,1596007,False
chr4,127341000,127342000,1439371,False
chr8,86767000,86768000,1926903,False
chr5,128388000,128389000,1574068,False
chr9,133275000,133276000,2054763,True
chr20,57768000,57769000,1143524,False
chr6,46775000,46776000,1656356,False
chr13,110691000,110692000,556529,False
chr9,128017000,128018000,2049902,False
chr1,48218000,48219000,41774,False
chr11,63564000,63565000,329575,False
chr14,38467000,38468000,573963,False
chr4,1002000,1003000,1354751,True
chr3,147372000,147373000,1313446,True
chr18,68472000,68473000,863875,False
chr6,31724000,31725000,1642970,False
chr4,17869000,17870000,1367774,False
chr8,133793000,133794000,1963906,False
chr1,92211000,92212000,76604,False
chr12,3075000,3076000,387921,False
chr13,19998000,19999000,489983,False
chr15,58443000,58444000,653669,False
chr17,26790000,26791000,769189,False
chr11,11966000,11967000,296755,False
chr9,2333000,2334000,1974724,False
chr6,66480000,66481000,1667748,False
chr7,103432000,103433000,1821028,False
chr1,8370000,8371000,6628,False
chr10,10422000,10423000,192560,False
chrX,76505000,76506000,2098714,False
chrX,16870000,16871000,2069730,True
chr7,54168000,54169000,1788451,False
chr3,60240000,60241000,1252563,False
chr3,26459000,26460000,1225161,False
chr2,178879000,178880000,1048892,False
chr5,141880000,141881000,1585113,False
chr12,4688000,4689000,389307,False
chr1,7580000,7581000,5901,False
chr10,398000,399000,184302,False
chr6,3721000,3722000,1619101,False
chr1,156059000,156060000,107124,False
